Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Book value,Price to book value,Piotroski score,Industry PE,PE Variance,Promoter holding,Change in promoter holding 3Years,FII holding,DII holding,Contingent liabilities,Pledged percentage,EVEBITDA,Enterprise Value,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,Return over 3months,Return over 6months,Return over 1year,Return over 3years
Syncom Health,533157,SYNCOM,Pharmaceuticals - Indian - Formulations,3.00,12.00,,-3.75,,2.00,28.21,,0.13,-24.87,0.00,0.00,10.15,0.00,-7.66,31.50,2.69,2.28,2.68,2.27,-6.25,150.00,114.29,-13.90
Synergy Green,541929,,Castings & Forgings,88.00,124.34,37.91,29.32,3.00,5.00,38.75,0.98,73.96,,9.88,2.04,0.10,0.00,7.32,169.02,92.20,86.83,92.37,86.82,-7.37,3.53,22.22,
Syngene Intl.,539268,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs & Formln,573.00,22920.00,61.37,70.46,8.13,7.00,27.08,2.27,70.58,-5.02,14.25,5.27,849.20,0.00,31.55,23174.70,568.79,532.59,568.61,532.19,-0.76,6.81,81.59,23.10
Synthiko Foils,513307,,Aluminium and Aluminium Products,24.50,4.26,35.50,25.57,0.96,5.00,17.86,1.99,48.59,3.93,0.00,0.00,0.00,0.00,3.36,3.73,23.83,25.22,23.80,25.22,0.62,-19.14,-7.55,-9.77
Syschem (India),531173,,Pharmaceuticals - Indian - Bulk Drugs & Formln,6.89,14.84,,5.22,1.32,3.00,27.08,,9.54,-14.02,0.00,0.00,1.85,19.47,-9.47,14.58,7.34,7.15,7.36,7.15,-17.29,14.83,11.13,-14.18
Systematix Corp.,526506,,Finance & Investments,191.45,248.51,29.13,61.41,3.12,5.00,17.34,1.68,74.02,26.48,0.00,0.00,2.98,0.00,17.52,235.64,151.42,102.47,149.79,101.57,43.95,480.15,416.04,73.59
T & I Global,522294,,Trading,100.50,50.93,4.35,110.27,0.91,7.00,41.36,0.11,53.30,0.81,0.00,0.00,1.33,0.00,2.99,52.04,97.30,91.79,97.17,91.70,7.31,9.12,67.50,14.61
T B Z,534369,TBZ,Diamond Cutting / Jewellery,65.85,439.42,10.16,78.36,0.84,7.00,22.12,0.46,74.12,0.00,0.54,0.00,142.10,0.00,6.07,814.03,65.77,56.67,65.76,56.58,-12.55,61.79,209.15,-14.75
T N Newsprint,531426,TNPL,Paper,141.70,980.71,,236.96,0.60,6.00,18.33,,35.32,0.00,1.05,25.55,805.98,0.00,8.22,2742.31,138.57,129.67,138.44,129.55,13.31,38.65,58.41,-25.19
T N Petro Prod.,500777,TNPETRO,Chemicals,84.20,757.55,10.88,56.06,1.50,7.00,25.38,0.43,34.54,0.00,5.03,2.53,48.97,0.00,5.80,702.49,61.01,46.85,60.07,46.48,100.48,120.13,181.61,18.07
T N Steel Tubes,513540,,Steel - Medium / Small,10.94,5.61,17.00,17.39,0.63,3.00,16.37,1.04,13.61,-3.74,0.00,1.38,4.52,0.00,2.15,1.44,13.89,30.06,14.01,30.25,-3.61,-54.51,-56.76,-28.75
T N Telecom.,523419,TNTELE,Cables - Telephone,5.30,24.21,,-27.30,,3.00,44.07,,63.63,0.00,0.00,24.02,0.00,0.00,-13.80,52.31,4.92,3.57,4.90,3.56,-8.62,211.76,307.69,40.77
T R I L,532928,TRIL,Electric Equipment,20.40,270.43,,25.32,0.81,6.00,25.64,,74.91,-0.01,0.00,0.00,13.93,22.26,7.70,515.13,18.13,15.17,18.04,15.12,8.80,118.18,202.22,-9.31
T T,514142,TTL,Textiles - Products,48.45,104.17,,32.05,1.51,5.00,19.87,,58.06,0.84,0.00,0.00,22.64,0.00,11.33,364.48,46.72,43.62,46.65,43.58,-0.82,27.17,70.00,-18.65
T. Spiritual,532444,,Trading,0.32,0.64,,1.80,0.18,3.00,41.36,,16.58,0.00,0.00,0.00,0.00,0.00,-1.63,0.62,0.34,0.37,0.34,0.37,-36.00,28.00,-15.79,-28.89
T.V. Today Netw.,532515,TVTODAY,Entertainment / Electronic Media Software,288.60,1722.04,13.99,150.71,1.91,5.00,10.97,1.28,58.45,1.03,8.79,14.16,15.49,0.00,6.20,1435.13,272.49,244.53,271.83,244.09,18.21,39.56,57.40,-13.80
TAAL Enterprises,539956,,Transport - Airlines,564.90,176.04,7.34,190.96,2.96,6.00,3.77,1.95,51.10,0.03,0.97,0.00,0.00,0.00,2.81,110.48,463.52,333.57,459.39,331.24,52.10,118.83,386.56,57.33
Taaza Intern.,537392,,Miscellaneous,2.36,1.71,,14.51,0.16,5.00,26.63,,36.07,0.00,0.00,0.00,0.00,0.00,-0.07,1.25,4.16,8.08,4.23,8.14,-21.59,-35.16,-70.50,-34.16
Tai Industries,519483,,Trading,11.00,6.60,6.73,26.33,0.42,7.00,41.36,0.16,20.27,0.00,0.00,0.00,0.00,0.00,2.42,3.65,10.64,10.62,10.62,10.61,-4.76,12.36,18.66,-16.36
Tainwala Chem.,507785,TAINWALCHM,Plastics Products,75.05,70.25,18.01,93.35,0.80,6.00,21.87,0.82,67.11,0.24,0.00,0.26,0.16,0.00,15.68,69.63,65.24,62.73,64.84,62.61,1.28,17.54,95.70,-16.39
TajGVK Hotels,532390,TAJGVK,Hotels,109.30,685.33,,61.40,1.78,6.00,64.54,,74.99,0.00,0.00,5.35,35.88,0.00,91.89,854.60,114.91,129.40,115.13,129.60,-17.70,-21.51,-11.71,-22.63
Take Solutions,532890,TAKE,Computers - Software - Medium / Small,56.45,835.09,,81.98,0.69,4.00,27.79,,53.41,-13.39,1.72,1.13,820.83,0.00,-5.46,1317.99,52.04,54.42,51.86,54.40,-7.38,39.04,5.22,-37.48
Talbros Auto.,505160,TALBROAUTO,Auto Ancillaries,203.00,250.71,18.22,164.16,1.24,5.00,35.33,0.52,58.16,1.53,0.01,1.31,4.68,0.00,6.84,364.51,206.95,169.48,207.11,169.15,10.60,64.24,164.50,-13.07
Talbros Engg.,538987,,Auto Ancillaries,149.35,75.82,12.37,123.83,1.21,6.00,35.33,0.35,72.82,0.21,0.00,0.61,0.08,0.00,5.76,134.17,150.61,127.41,150.66,127.19,-12.61,50.33,107.29,-23.99
Tamboli Capital,533170,,Finance & Investments,48.10,47.72,7.43,74.80,0.64,4.00,17.34,0.43,52.16,-0.01,0.00,0.00,0.00,0.00,2.91,35.12,48.69,42.38,48.72,42.32,28.44,61.14,45.76,-24.71
Taneja Aerospace,522229,,Engineering,31.30,78.06,16.33,40.78,0.77,8.00,20.39,0.80,51.07,0.00,0.00,0.00,18.66,0.00,7.09,85.03,31.03,30.71,31.02,30.70,-5.58,22.75,68.73,-12.67
Tanfac Inds.,506854,,Chemicals,250.95,250.32,14.33,83.45,3.01,6.00,25.38,0.56,50.98,0.00,0.00,0.06,0.25,0.00,7.17,243.97,249.62,210.62,249.57,210.21,29.59,42.18,99.96,28.65
Tanla Platforms,532790,TANLA,Computers - Software - Medium / Small,871.55,11856.26,58.70,51.38,16.96,4.00,27.79,2.11,41.22,10.59,11.82,3.27,40.79,0.00,30.43,11626.43,871.44,620.11,871.43,617.58,23.74,142.20,1276.86,192.30
Tantia Constr.,532738,TANTIACONS,Construction,7.25,20.84,,85.24,0.09,4.00,22.98,,72.88,0.00,0.00,1.16,614.03,52.65,-3.91,64.77,3.82,2.58,3.68,2.53,294.02,480.00,202.08,-15.46
Tara Chand,,TARACHAND,Miscellaneous,37.15,50.69,11.73,40.27,0.92,5.00,30.92,0.38,74.39,,,,0.00,0.00,4.16,152.22,34.51,34.56,34.40,34.54,28.10,28.77,5.99,-8.82
Tarai Foods,519285,,Food - Processing - Indian,3.90,6.91,,-0.55,,6.00,38.51,,46.59,0.00,0.00,0.19,0.00,0.00,231.50,9.26,4.31,4.55,4.33,4.56,-16.67,-20.41,-36.07,-6.69
Tarapur Trans,533203,TARAPUR,Electric Equipment,3.55,6.92,,5.95,0.60,3.00,25.64,,44.63,0.00,0.00,0.00,8.22,0.00,-0.23,4.97,3.42,4.20,3.42,4.20,24.56,24.56,24.56,-13.84
TARC Ltd,543249,TARC,Construction,26.90,793.81,118.30,,,1.00,33.90,3.49,65.56,,5.78,0.02,,0.00,,,28.64,25.83,28.71,25.82,17.72,,,
Tarini Internat.,538496,,Engineering - Turnkey Services,18.70,24.31,121.55,22.33,0.84,5.00,10.10,12.03,69.39,0.00,0.00,0.00,5.55,0.00,-119.42,31.05,12.42,11.74,12.17,11.67,56.62,337.94,426.76,-2.22
Tarmat,532869,TARMAT,Construction,49.50,65.99,7.88,43.46,1.14,5.00,33.90,0.23,39.90,-20.43,0.00,0.00,0.00,0.00,10.26,145.52,48.72,44.29,48.68,44.24,-5.08,34.69,153.20,-3.80
Tasty Bite Eat.,519091,TASTYBITE,Food - Processing - Indian,15191.00,3898.01,114.61,702.77,21.62,5.00,38.51,2.98,74.23,0.01,3.64,0.50,5.61,0.00,62.21,3956.89,14725.77,12798.89,14706.78,12774.85,17.60,44.19,54.25,21.37
Tasty Dairy,540955,,Food - Processing - Indian,24.80,50.67,10.64,35.58,0.70,5.00,38.51,0.28,74.49,1.08,0.00,0.00,0.06,0.00,7.50,96.80,24.34,23.84,24.32,23.83,-10.79,5.08,48.06,-17.27
Tata Chemicals,500770,TATACHEM,Chemicals,679.35,17307.12,67.51,560.83,1.21,5.00,25.38,2.66,37.98,7.18,14.03,20.77,1056.87,0.00,12.25,21561.77,714.14,535.17,715.56,533.72,29.40,113.83,135.19,25.82
Tata Coffee,532301,TATACOFFEE,Tea,153.10,2859.45,21.16,73.33,2.09,8.00,13.21,1.60,57.48,0.00,0.10,5.97,16.73,0.00,7.88,3337.86,125.06,110.80,123.92,110.38,37.56,48.79,111.17,7.29
Tata Comm,500483,TATACOMM,Telecommunications - Service Provider,1087.45,30992.33,23.72,4.05,268.42,8.00,27.21,0.87,58.86,-16.13,24.40,7.53,6987.22,4.96,9.35,41301.51,1113.66,968.24,1114.73,967.05,4.88,7.31,162.04,41.75
Tata Consumer,500800,TATACONSUM,Tea,629.00,57965.60,66.01,157.72,3.99,8.00,13.21,5.00,34.72,-0.79,25.24,12.55,34.05,1.20,33.65,56038.23,642.14,560.14,642.68,559.45,6.16,23.37,80.36,29.15
Tata Elxsi,500408,TATAELXSI,Computers - Software - Medium / Small,3690.75,22984.68,62.44,217.12,17.00,7.00,27.79,2.25,44.53,-0.04,12.07,5.32,31.07,0.00,39.49,22198.27,3013.21,2166.26,2985.56,2150.94,30.98,142.16,378.39,45.73
Tata Inv.Corpn.,501301,TATAINVEST,Finance & Investments,1044.15,5282.91,34.31,2814.29,0.37,7.00,17.34,1.98,73.38,0.37,1.99,0.93,15.95,0.00,31.25,5260.98,1038.41,968.00,1038.17,967.23,-5.85,22.45,51.90,6.81
Tata Metaliks,513434,TATAMETALI,Steel - Pig Iron,1181.85,3731.99,16.98,411.70,2.87,7.00,14.02,1.21,60.03,9.94,0.95,13.21,49.11,0.00,9.71,3850.14,890.28,706.34,878.37,701.56,56.16,120.15,176.42,12.03
Tata Motors,500570,TATAMOTORS,Automobiles - LCVs / HCVs,302.75,107364.23,,152.32,1.99,3.00,,,46.41,10.03,13.78,11.91,3280.63,1.82,8.97,198529.57,297.94,231.72,297.74,231.00,-4.16,114.72,273.53,-3.98
Tata Motors-DVR,570001,TATAMTRDVR,Automobiles - LCVs / HCVs,134.55,6841.91,,,,0.00,,,7.67,7.57,23.55,24.26,,0.00,,,127.71,97.39,127.44,97.01,6.36,134.20,284.98,-12.00
Tata Power Co.,500400,TATAPOWER,Power Generation And Supply,102.70,32816.14,35.43,68.11,1.51,8.00,18.60,1.90,46.86,13.84,12.17,20.06,2445.19,1.40,8.18,72265.75,97.71,79.03,97.50,78.80,17.44,86.90,260.35,7.21
Tata Steel,500470,TATASTEEL,Steel - Large,1182.35,141503.12,17.57,620.31,1.91,7.00,26.92,0.65,34.92,1.71,18.56,25.16,17737.23,0.00,6.86,217621.84,872.75,647.37,860.11,642.00,72.59,169.76,333.25,25.15
Tata Steel BSL,500055,TATASTLBSL,Steel - Large,95.95,10491.55,4.17,192.09,0.50,8.00,26.92,0.15,72.65,28.75,1.11,6.44,0.00,0.00,3.69,20433.65,60.43,42.03,58.98,41.49,122.62,262.76,471.13,54.44
Tata Steel Long,513010,TATASTLLP,Steel - Sponge Iron,1035.95,4672.13,8.17,575.20,1.80,8.00,12.98,0.63,74.91,20.41,0.42,5.54,99.60,0.00,4.94,5814.54,789.05,592.78,778.98,588.33,58.62,134.56,377.62,2.64
Tata Tele. Mah.,532371,TTML,Telecommunications - Service Provider,13.45,2629.38,,-94.59,,7.00,27.21,,74.36,0.00,0.01,0.00,1156.33,0.00,31.23,15682.33,13.26,10.03,13.25,9.99,-38.16,100.75,460.42,33.92
Tatia Global,521228,,Construction,0.60,9.10,15.17,1.48,0.41,3.00,33.90,0.45,38.01,0.00,0.00,0.08,0.00,0.00,14.14,10.04,0.62,0.47,0.62,0.47,22.45,172.73,122.22,33.89
Taylormade Renew,541228,,Electric Equipment,8.21,8.07,62.08,20.15,0.41,4.00,25.64,2.42,60.21,,0.00,0.00,0.00,0.00,13.12,11.94,6.75,14.52,6.69,14.58,1.48,86.59,199.64,-38.33
Tayo Rolls,504961,,Castings & Forgings,51.55,52.89,13.92,-466.65,,4.00,38.75,0.36,73.21,0.00,0.00,0.02,0.00,0.00,102.13,443.25,43.73,38.73,43.41,38.60,5.74,80.24,86.78,-4.91
TCFC Finance,532284,,Finance & Investments,27.30,28.61,6.46,84.05,0.32,6.00,17.34,0.37,68.04,1.46,0.00,3.72,0.11,0.00,4.64,25.13,25.87,23.20,25.81,23.16,1.30,46.77,51.67,-6.83
TCI Developers,533393,TCIDEVELOP,Construction,297.35,110.91,60.61,232.66,1.28,6.00,33.90,1.79,70.13,-4.69,0.00,0.00,0.00,0.00,23.44,116.99,304.71,307.44,305.01,307.54,-9.25,-0.85,-28.41,-18.82
TCI Express,540212,TCIEXP,Couriers,945.35,3633.41,47.16,94.97,9.95,6.00,47.16,1.00,66.79,0.66,2.27,10.30,5.64,0.00,32.23,3622.56,895.36,853.88,893.32,852.96,-3.18,19.28,37.36,21.29
TCI Finance,501242,TCIFINANCE,Finance & Investments,4.90,6.31,,-30.89,,2.00,17.34,,24.72,0.00,0.00,0.00,178.22,0.00,-0.89,37.69,5.30,5.52,5.32,5.52,-9.26,18.07,-9.26,-44.49
TCI Industries,532262,,Miscellaneous,887.00,79.83,,101.03,8.78,6.00,26.63,,74.89,0.02,0.00,0.08,0.31,14.18,-105.47,80.16,772.06,716.05,767.37,714.33,33.28,91.21,75.64,3.29
TCM,524156,,Chemicals,66.50,22.60,26.28,94.59,0.70,4.00,25.38,1.04,36.80,2.18,0.00,25.14,2.21,0.00,58.30,51.30,49.84,50.42,49.16,50.26,67.30,-0.67,37.54,2.20
TCNS Clothing Co,541700,TCNSBRANDS,Textiles - Products,500.35,3078.28,,96.27,5.20,5.00,19.87,,32.31,,19.52,4.36,0.99,0.00,232.79,3422.01,482.01,452.42,481.26,451.93,25.46,28.41,33.18,
TCPL Packaging,523301,TCPLPACK,Packaging,472.55,430.02,13.00,306.70,1.54,9.00,11.33,1.15,55.74,0.00,0.32,8.14,51.45,0.00,5.64,725.86,418.99,374.69,416.80,373.71,19.89,29.02,114.02,-4.98
TCS,532540,TCS,Computers - Software - Large,3132.90,1158875.80,34.79,233.66,13.41,8.00,28.79,1.21,72.18,0.26,15.62,7.83,750.00,0.47,23.30,1157341.80,3112.32,2830.68,3111.48,2827.65,-0.79,14.90,65.46,21.55
TD Power Systems,533553,TDPOWERSYS,Electric Equipment,191.80,593.30,17.23,140.35,1.37,8.00,25.64,0.67,58.97,4.92,2.74,12.57,126.79,0.00,7.14,502.07,158.57,139.46,157.21,138.93,22.67,74.52,128.33,-1.01
Team Lease Serv.,539658,TEAMLEASE,Miscellaneous,3290.45,5625.61,176.79,356.53,9.23,4.00,26.63,6.64,34.01,-8.50,37.83,17.02,66.57,1.45,42.40,5564.13,3300.33,2835.81,3300.74,2831.24,1.57,40.13,110.98,2.12
Tech Mahindra,532755,TECHM,Computers - Software - Large,980.95,95003.06,21.46,256.74,3.82,8.00,28.79,0.75,35.76,-0.25,38.32,14.39,4818.50,0.00,12.53,95037.66,981.80,895.41,981.83,894.55,2.25,12.40,82.94,14.46
Techindia Nirman,526576,TECHIN,Construction,3.65,5.23,,9.49,0.38,2.00,33.90,,33.93,0.00,0.00,0.04,3.41,0.00,-222.44,60.06,2.99,2.98,2.97,2.97,10.61,48.98,113.45,-21.69
Techno Elec.Engg,542141,TECHNOE,Engineering - Turnkey Services,296.50,3261.50,17.10,145.81,2.03,4.00,10.10,1.69,60.18,,1.04,30.93,16.92,0.00,11.38,3274.39,291.90,255.02,291.71,254.61,9.71,46.17,48.99,
Technocraf.Inds.,532804,TIIL,Steel - Medium / Small,409.50,1001.71,9.33,406.48,1.01,6.00,16.37,0.57,74.68,1.56,0.04,3.24,226.71,0.00,5.73,1403.70,381.52,350.32,380.37,349.72,14.55,20.53,98.16,-8.47
Technofab Engg.,533216,TECHNOFAB,Engineering - Turnkey Services,5.80,6.08,,-60.33,,2.00,10.10,,48.21,0.00,4.95,0.00,309.24,24.15,-5.48,327.97,8.96,11.48,9.09,11.53,-44.23,-34.09,5.45,-70.19
Technvision Ven.,501421,,Computers - Software - Medium / Small,231.00,145.07,115.13,-29.07,,5.00,27.79,4.14,74.32,0.00,0.00,0.00,0.00,0.00,71.40,137.81,188.65,152.37,186.92,151.58,67.88,132.16,7.44,34.10
Tejas Networks,540595,TEJASNET,Telecommunications - Service Provider,187.60,1749.91,46.61,121.59,1.54,6.00,27.21,1.71,0.00,0.00,21.27,7.60,119.33,0.00,19.84,1554.29,175.83,135.18,175.34,134.65,13.90,106.61,429.20,-16.27
Tejnaksh Health.,539428,,Healthcare,67.00,68.05,51.17,15.57,4.30,5.00,41.95,1.22,73.84,1.38,0.00,0.01,0.00,0.00,22.96,71.18,66.32,55.22,66.29,55.10,21.82,68.34,64.82,-21.37
TeleCanor Global,530595,,Computers - Software - Medium / Small,7.16,8.16,116.57,20.83,0.34,7.00,27.79,4.19,25.60,0.66,0.00,0.14,0.00,24.73,10.15,8.12,7.88,7.81,7.91,7.82,-9.82,-30.49,19.33,1.99
Tembo Global,,TEMBO,Trading,138.55,139.19,56.81,20.80,6.66,4.00,41.36,1.37,72.76,,,,0.00,8.50,25.18,153.34,113.40,87.38,112.37,86.86,47.82,45.84,140.96,
Tera Software,533982,TERASOFT,Computers - Software - Medium / Small,38.55,48.23,37.39,86.08,0.45,7.00,27.79,1.35,47.54,0.51,0.00,0.00,116.61,18.20,6.96,81.15,39.33,36.76,39.36,36.74,-18.59,33.16,99.74,-6.06
Terai Tea Co,530533,,Tea,41.00,28.21,4.05,182.49,0.22,3.00,13.21,0.31,74.18,0.00,0.00,0.00,37.68,0.00,6.99,72.77,38.88,41.01,38.79,41.01,-20.62,22.21,34.87,-2.36
Terrascope Ven.,513305,,Trading,1.45,2.39,11.95,10.25,0.14,5.00,41.36,0.29,0.00,0.00,0.00,0.00,0.00,0.00,11.19,2.35,2.03,10.07,2.06,10.16,-27.14,-61.74,-64.20,-79.06
Texel Industries,526638,,Packaging,41.20,21.52,12.58,38.68,1.07,7.00,11.33,1.11,39.09,4.84,0.00,4.79,1.71,0.00,5.28,22.07,25.06,11.22,24.40,10.92,199.20,504.99,1472.52,
Texmaco Infrast.,505400,TEXINFRA,Construction,69.75,888.80,,46.01,1.52,3.00,33.90,,64.89,4.06,0.97,0.01,0.00,0.89,72.55,914.08,68.95,54.97,68.91,54.83,13.88,105.75,116.28,-1.03
Texmaco Rail,533326,TEXRAIL,Engineering,25.90,648.39,14.92,40.22,0.64,2.00,20.39,0.73,56.55,4.18,3.34,8.95,1735.63,0.52,10.45,1358.74,27.18,28.69,27.23,28.72,-12.35,9.75,15.88,-31.57
Texmo Pipes,533164,TEXMOPIPES,Plastics Products,30.65,89.48,12.78,73.52,0.42,9.00,21.87,0.58,44.24,9.31,0.00,0.23,34.59,0.00,4.91,123.78,27.47,22.46,27.34,22.38,4.97,88.04,208.04,10.28
TGB Banquets,532845,TGBHOTELS,Hotels,4.80,14.06,,33.53,0.14,5.00,64.54,,31.71,-0.18,0.00,0.00,4.43,66.73,62.08,24.83,4.67,4.92,4.66,4.92,-5.88,0.00,113.33,-48.87
TGV Sraac,507753,,Chlor Alkali / Soda Ash,35.35,378.56,22.32,53.27,0.66,3.00,23.82,0.94,63.18,6.13,0.00,0.51,22.02,0.30,4.67,661.84,29.57,25.99,29.34,25.89,35.70,57.11,138.85,-7.80
Thacker & Co.,509945,,Trading,183.00,19.91,3.87,766.30,0.24,7.00,41.36,0.09,59.28,4.97,0.00,7.65,0.00,0.00,4.23,18.09,200.36,185.53,201.07,185.55,-20.31,-10.18,103.22,3.51
Thakkers Develp.,526654,,Construction,64.20,57.78,4.42,99.96,0.64,6.00,14.45,0.31,71.31,0.00,0.00,0.00,0.25,0.00,3.94,61.90,80.20,69.28,80.85,69.33,11.17,64.62,27.38,-4.58
Thakral Services,509015,,Electronics - Components,5.96,6.99,,1.14,5.22,7.00,32.93,,74.00,0.00,0.00,0.00,1.13,0.00,-18.92,9.08,7.93,11.52,8.01,11.58,-1.97,-15.82,-31.18,-22.19
Thambbi Modern,514484,,Textiles - Cotton/Blended,8.09,4.66,,-5.40,,6.00,13.05,,74.97,0.00,0.00,0.25,1.26,0.00,34.86,17.43,7.36,7.21,7.33,7.20,12.05,9.92,10.52,7.68
Thangamayil Jew.,533158,THANGAMAYL,Diamond Cutting / Jewellery,609.30,835.96,10.27,193.77,3.14,6.00,22.12,0.46,70.07,3.62,1.88,5.74,0.00,14.06,7.45,1055.91,606.61,517.52,606.50,516.59,0.16,37.25,158.56,2.84
The Anup Enginee,542460,ANUP,Engineering,572.95,563.28,16.36,338.74,1.69,6.00,23.35,0.70,43.26,,1.66,16.67,134.62,0.00,9.22,484.51,598.04,590.54,599.11,590.73,-3.46,-1.92,108.95,
The Byke Hospi.,531373,BYKE,Hotels,19.20,76.99,,46.91,0.41,5.00,64.54,,46.86,0.37,5.10,0.94,0.00,0.00,10.90,130.87,19.28,18.20,19.29,18.19,-3.27,43.28,113.33,-52.85
The Hi-Tech Gear,522073,HITECHGEAR,Auto Ancillaries,184.15,345.65,,147.21,1.25,5.00,35.33,,56.00,0.70,0.00,0.01,5.07,0.00,7.78,633.26,172.44,158.31,171.96,158.05,-6.05,59.71,112.64,-29.03
The Invest.Trust,530023,THEINVEST,Finance & Investments,99.55,512.88,111.25,113.01,0.88,4.00,17.34,6.42,73.13,-0.71,4.18,0.00,47.47,0.00,11.97,698.65,98.16,110.75,98.10,110.86,-4.96,-0.80,10.92,-24.19
The Ramco Cement,500260,RAMCOCEM,Cement - South India,963.40,22725.64,31.98,227.89,4.23,6.00,17.88,1.79,42.55,-0.20,8.26,23.23,917.53,13.01,17.61,25025.86,973.54,865.52,973.95,864.54,10.54,14.59,85.91,5.36
Thejo Engg.,,THEJO,Engineering,1970.00,693.67,27.24,287.52,6.85,7.00,23.35,1.17,55.32,-1.38,,,32.90,0.00,14.07,701.18,1607.22,1198.01,1592.41,1190.25,64.52,41.32,455.40,62.16
Themis Medicare,530199,THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln,450.55,413.99,11.86,214.64,2.10,6.00,27.08,0.44,67.26,-0.06,0.00,0.01,11.14,0.00,7.63,486.03,338.49,335.89,333.91,334.74,35.06,30.07,38.67,-4.34
Thermax,500411,THERMAX,Engineering,1505.75,17941.96,104.62,256.30,5.87,6.00,20.39,5.13,61.98,-3.60,12.45,14.60,255.71,0.00,43.84,16736.03,1352.39,1084.86,1346.13,1080.63,27.63,91.71,115.05,10.00
Thinkink Picture,539310,,Entertainment / Electronic Media Software,31.95,94.66,,10.31,3.10,5.00,19.94,,0.00,0.00,0.00,0.95,0.00,0.00,-317.43,95.23,30.27,28.19,30.20,28.16,9.04,28.57,25.54,48.53
Thirani Projects,538464,,Finance & Investments,1.53,3.09,20.60,9.65,0.16,4.00,17.34,1.19,20.14,0.00,0.00,0.00,0.00,0.00,28.80,4.32,1.54,1.53,1.54,1.53,-23.88,112.50,628.57,-61.59
Thirdwave Fin.,531652,,Finance & Investments,37.85,8.36,33.44,6.43,5.88,7.00,17.34,1.93,45.65,0.00,0.00,6.17,0.00,0.00,29.32,7.33,33.48,27.43,33.30,27.32,21.51,54.49,94.60,27.76
Thiru Aroor. Su.,507450,THIRUSUGAR,Sugar,8.10,9.17,,190.49,0.04,3.00,11.26,,58.87,-3.44,0.00,0.02,79.91,66.43,-3.44,267.66,6.77,5.72,6.72,5.69,42.11,118.92,194.55,-35.79
Thirumalai Chem.,500412,TIRUMALCHM,Chemicals,95.20,974.73,27.50,65.16,1.46,5.00,25.38,1.08,41.90,0.45,0.27,0.01,10.12,0.00,7.06,915.85,93.55,86.12,93.48,86.03,-2.76,27.36,129.95,-21.22
Thomas Cook (I),500413,THOMASCOOK,Travel Agencies,47.00,1777.89,,38.90,1.21,5.00,25.71,,65.60,-1.43,0.94,12.98,240.62,0.00,-8.33,1694.61,47.49,44.37,47.51,44.34,2.84,48.73,97.06,-28.42
Thomas Scott,533941,THOMASCOTT,Textiles - Products,7.10,2.41,,9.20,0.77,3.00,19.87,,68.03,0.00,0.00,0.00,0.00,0.00,111.57,7.81,7.20,6.59,7.20,6.58,16.39,75.31,35.24,-17.18
Thyrocare Tech.,539871,THYROCARE,Healthcare,1059.45,5601.78,76.25,79.71,13.29,7.00,41.95,1.82,66.14,2.18,20.54,7.18,54.33,0.00,34.70,5605.58,982.49,892.10,979.34,890.42,14.35,-6.57,111.91,18.45
Tiaan Consumer,540108,,Trading,45.10,29.13,25.78,16.12,2.80,5.00,41.36,0.62,8.61,-15.54,0.00,0.00,0.00,0.00,16.82,29.09,41.25,37.21,41.09,37.13,14.76,40.72,183.29,55.65
Tide Water Oil,590005,TIDEWATER,Chemicals,4502.70,1569.10,12.27,1969.70,2.29,8.00,25.38,0.48,57.28,-1.44,0.59,11.10,21.92,0.00,7.31,1351.46,4446.29,4392.56,4443.99,4391.45,2.75,3.45,30.13,-10.02
Tiger Logistics,536264,,Miscellaneous,40.85,43.19,,35.12,1.16,4.00,30.92,,73.71,0.71,0.00,0.00,6.72,0.00,-1.88,48.06,41.68,40.88,41.72,40.88,12.23,14.11,16.38,-42.56
Tijaria Polypipe,533629,TIJARIA,Plastics Products,6.90,19.75,,4.61,1.50,3.00,21.87,,65.07,7.40,0.00,0.00,4.24,46.11,-414.29,70.43,6.99,7.00,6.99,7.00,-12.10,17.95,25.45,-8.98
TIL,505196,TIL,Engineering,212.15,212.79,,262.48,0.81,2.00,20.39,,56.30,0.00,0.00,12.61,44.23,0.00,-33.48,516.65,170.35,163.20,168.64,162.71,13.94,67.58,73.40,-25.45
Tilak Ventures,503663,,Trading,2.46,31.61,83.18,1.93,1.28,7.00,41.36,2.01,59.93,2.18,0.00,0.00,0.00,0.00,63.79,37.00,2.71,2.88,2.72,2.88,16.59,-35.43,26.15,13.33
Tilaknagar Inds.,507205,TI,Breweries & Distilleries,41.05,571.98,,-3.06,,5.00,12.38,,54.67,-0.30,0.01,9.99,80.56,91.22,-34.69,1057.48,33.78,25.98,33.48,25.82,48.46,142.90,129.97,23.39
Time Technoplast,532856,TIMETECHNO,Plastics Products,82.75,1871.36,20.90,79.85,1.04,5.00,21.87,0.96,51.33,-1.09,15.18,11.27,27.92,8.22,6.77,2563.67,67.50,54.61,66.87,54.32,55.69,109.23,172.65,-17.73
